Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Dominant Rock Type
Bufumbira,Uganda,East African Volcanic Regions,Albertine Rift Zone,Cluster,Volcanic field,Evidence Uncertain,Unknown,-1.304,29.683,2100,Rift zone / Continental crust (>25 km),Phono-tephrite /  Tephri-phonolite
San Carlos,Equatorial Guinea,Northern Africa Volcanic Regions,Cameroon Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,3.35,8.52,2260,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
San Joaquin,Equatorial Guinea,Northern Africa Volcanic Regions,Cameroon Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,3.35,8.63,2009,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Santa Isabel,Equatorial Guinea,Northern Africa Volcanic Regions,Cameroon Hotspot Volcano Group,Shield,Shield,Eruption Observed,1923 CE,3.588,8.762,2999,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Cameroon,Cameroon,Northern Africa Volcanic Regions,Cameroon Hotspot Volcano Group,Composite,Stratovolcano,Eruption Observed,2000 CE,4.203,9.17,4095,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Tombel Graben,Cameroon,Northern Africa Volcanic Regions,Cameroon Hotspot Volcano Group,Cluster,Volcanic field,Evidence Credible,Unknown,4.758,9.717,500,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Oku Volcanic Field,Cameroon,Northern Africa Volcanic Regions,Cameroon Hotspot Volcano Group,Cluster,Volcanic field,Evidence Uncertain,Unknown,6.25,10.5,3011,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Todra Volcanic Field,Niger,Northern Africa Volcanic Regions,Air Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,17.68,8.5,1780,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Tahalra Volcanic Field,Algeria,Northern Africa Volcanic Regions,Hoggar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,22.67,5,1467,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Atakor Volcanic Field,Algeria,Northern Africa Volcanic Regions,Hoggar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,23.33,5.83,2918,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Manzaz Volcanic Field,Algeria,Northern Africa Volcanic Regions,Hoggar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,23.92,5.83,1672,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
"Toh, Tarso",Chad,Northern Africa Volcanic Regions,Tibesti Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,21.33,16.33,2000,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
"Tousside, Tarso",Chad,Northern Africa Volcanic Regions,Tibesti Volcanic Province,Composite,Stratovolcano,Evidence Credible,Unknown,21.03,16.45,3265,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite
"Voon, Tarso",Chad,Northern Africa Volcanic Regions,Tibesti Volcanic Province,Composite,Stratovolcano,Unrest / Holocene,Unknown,20.92,17.28,3100,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite
"Koussi, Emi",Chad,Northern Africa Volcanic Regions,Tibesti Volcanic Province,Shield,Shield(pyroclastic),Evidence Credible,Unknown,19.8,18.53,3415,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite
"Marra, Jebel",Sudan,Northern Africa Volcanic Regions,Darfur-Bayuda Volcanic Province,Cluster,Volcanic field,Eruption Dated,2000 BCE,12.95,24.27,3042,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Kutum Volcanic Field,Sudan,Northern Africa Volcanic Regions,Darfur-Bayuda Volcanic Province,Cluster,Volcanic field,Evidence Uncertain,Unknown,14.57,25.85,1779,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Meidob Volcanic Field,Sudan,Northern Africa Volcanic Regions,Darfur-Bayuda Volcanic Province,Cluster,Volcanic field,Eruption Dated,2950 BCE,15.32,26.47,2000,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Bayuda Volcanic Field,Sudan,Northern Africa Volcanic Regions,Darfur-Bayuda Volcanic Province,Cluster,Volcanic field,Eruption Dated,850 CE,18.33,32.75,670,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
"Ash Shaam, Harrat",Syria-Jordan-Saudi Arabia,Arabia-Central Asia Volcanic Regions,Northern Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,2670 BCE,32.333,37.583,1100,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
"Lunayyir, Harrat",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Western Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1000 CE,25.17,37.75,1370,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
"Ithnayn, Harrat",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Western Arabia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,26.58,40.2,1625,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
"Khaybar, Harrat",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Western Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,650 CE,25.5,40,2093,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
"Rahat, Harrat",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Western Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1256 CE,23.08,39.78,1744,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
"Kishb, Harrat",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Western Arabia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,22.8,41.38,1475,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
"Birk, Harrat al",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,18.37,41.63,587,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
"Yar, Jabal",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1810 CE,17.05,42.83,305,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
"Arhab, Harra of",Yemen,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,500 CE,15.6025,44.0978,3100,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
"Haylan, Jabal",Yemen,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Eruption Dated,1200 BCE,15.4,45.1,1550,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
"Dhamar, Harras of",Yemen,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,Unknown,14.57,44.67,3500,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
"Sawad, Harra Es-",Yemen,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1253 CE,13.58,46.12,1737,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Balhaf-Bir Ali Volcanic Field,Yemen,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,14.067,48.3,604,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Bir Borhut,Yemen,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Evidence Uncertain,Unknown,15.515,50.935,464,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Damavand,Iran,Arabia-Central Asia Volcanic Regions,Caucasus Volcanic Province,Composite,Stratovolcano,Eruption Dated,5350 BCE,35.951,52.109,5670,Intraplate / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
"Grille, La",Comoros,Somalian-Antarctic Volcanic Regions,Comoros Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,-11.47,43.33,1087,Intraplate / Oceanic crust (< 15 km),Trachybasalt / Tephrite Basanite
Mayotte,France,Somalian-Antarctic Volcanic Regions,Comoros Hotspot Volcano Group,Shield,Shield,Eruption Observed,2019 CE,-12.83,45.17,660,Intraplate / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Karthala,Comoros,Somalian-Antarctic Volcanic Regions,Comoros Hotspot Volcano Group,Shield,Shield,Eruption Observed,2007 CE,-11.75,43.38,2361,Intraplate / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Ambre-Bobaomby,Madagascar,Somalian-Antarctic Volcanic Regions,Northern Madagascar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,-12.6,49.15,1475,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Nosy-Be,Madagascar,Somalian-Antarctic Volcanic Regions,Northern Madagascar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,-13.32,48.48,214,Intraplate / Continental crust (>25 km),Foidite
Ankaizina Field,Madagascar,Somalian-Antarctic Volcanic Regions,Northern Madagascar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,-14.3,48.67,2878,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Itasy Volcanic Field,Madagascar,Somalian-Antarctic Volcanic Regions,Central Madagascar Volcanic Province,Cluster,Volcanic field,Eruption Dated,6050 BCE,-19.033,46.7,1800,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite
Vakinankaratra,Madagascar,Somalian-Antarctic Volcanic Regions,Central Madagascar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,-19.85,46.942,2644,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
"Fournaise, Piton de la",France,Somalian-Antarctic Volcanic Regions,Reunion Hotspot Volcano Group,Shield,Shield,Eruption Observed,2023 CE,-21.244,55.708,2632,Intraplate / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Boomerang Seamount,France,Somalian-Antarctic Volcanic Regions,Amsterdam-St. Paul Hotspot Volcano Group,Caldera,Caldera,Eruption Dated,1995 CE,-37.7216,77.8221,-650,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Amsterdam Island,France,Somalian-Antarctic Volcanic Regions,Amsterdam-St. Paul Hotspot Volcano Group,Composite,Stratovolcano,Evidence Credible,Unknown,-37.83,77.52,881,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
St. Paul,France,Somalian-Antarctic Volcanic Regions,Amsterdam-St. Paul Hotspot Volcano Group,Composite,Stratovolcano,Eruption Observed,1793 CE,-38.72,77.53,268,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Heard,Australia,Somalian-Antarctic Volcanic Regions,Kerguelen Hotspot Volcano Group,Composite,Stratovolcano,Eruption Observed,2024 CE,-53.106,73.513,2745,Intraplate / Oceanic crust (< 15 km),Trachybasalt / Tephrite Basanite
McDonald Islands,Australia,Somalian-Antarctic Volcanic Regions,Kerguelen Hotspot Volcano Group,Composite,Complex,Eruption Observed,2005 CE,-53.03,72.6,230,Intraplate / Oceanic crust (< 15 km),Phonolite
Kerguelen Islands,France,Somalian-Antarctic Volcanic Regions,Kerguelen Hotspot Volcano Group,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,-49.58,69.5,1840,Intraplate / Oceanic crust (< 15 km),Trachyandesite / Basaltic Trachyandesite
"Est, Ile de l'",France,Somalian-Antarctic Volcanic Regions,Crozet Hotspot Volcano Group,Composite,Stratovolcano,Evidence Uncertain,Unknown,-46.43,52.2,1090,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
"Possession, Ile de la",France,Somalian-Antarctic Volcanic Regions,Crozet Hotspot Volcano Group,Composite,Stratovolcano,Evidence Credible,Unknown,-46.42,51.75,934,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
"Cochons, Ile aux",France,Somalian-Antarctic Volcanic Regions,Crozet Hotspot Volcano Group,Composite,Stratovolcano,Evidence Credible,Unknown,-46.1,50.23,775,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Prince Edward Island,South Africa,Somalian-Antarctic Volcanic Regions,Marion Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,-46.63,37.95,672,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Marion Island,South Africa,Somalian-Antarctic Volcanic Regions,Marion Hotspot Volcano Group,Shield,Shield(s),Eruption Observed,2004 CE,-46.9,37.75,1230,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Kaikohe-Bay of Islands,New Zealand,Tonga-Kermadec Volcanic Regions,Northland Volcanic Province,Cluster,Volcanic field,Eruption Dated,400 CE,-35.3,173.9,388,Subduction zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Auckland Volcanic Field,New Zealand,Tonga-Kermadec Volcanic Regions,Northland Volcanic Province,Cluster,Volcanic field,Eruption Dated,1446 CE,-36.89,174.81,260,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Mayor Island,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Shield,Shield,Eruption Dated,5060 BCE,-37.28,176.25,355,Subduction zone / Continental crust (>25 km),Rhyolite
Taranaki,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Composite,Stratovolcano,Eruption Observed,1800 CE,-39.3,174.07,2518,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Whakaari/White Island,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Composite,Stratovolcano(es),Eruption Observed,2024 CE,-37.52,177.18,294,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Okataina,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Cluster,Lava dome(s),Eruption Observed,1981 CE,-38.1569,176.5069,1111,Subduction zone / Continental crust (>25 km),Rhyolite
Taupo,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Caldera,Caldera,Eruption Dated,260 CE,-38.7811,175.893,760,Subduction zone / Continental crust (>25 km),Rhyolite
Tongariro,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Composite,Stratovolcano(es),Eruption Observed,2012 CE,-39.157,175.632,1978,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Ruapehu,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Composite,Stratovolcano,Eruption Observed,2007 CE,-39.28,175.57,2797,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Clark,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-36.446,177.839,-860,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Tangaroa,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-36.321,178.028,-600,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Rumble V,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-36.142,178.196,-400,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Rumble IV,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-36.13,178.05,-500,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Rumble III,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2008 CE,-35.745,178.478,-220,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Rumble II West,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-35.353,178.527,-1200,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Healy,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1360 CE,-35.004,178.973,-980,Subduction zone / Oceanic crust (< 15 km),Dacite
Brothers,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Caldera,Caldera,Unrest / Holocene,Unknown,-34.875,179.0667,-1350,Subduction zone / Oceanic crust (< 15 km),Dacite
Wright,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Composite,Stratovolcano(es),Unrest / Holocene,Unknown,-31.85,-179.18,-900,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Havre Seamount,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2012 CE,-31.08,-179.033,-897,Subduction zone / Oceanic crust (< 15 km),
Curtis Island,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-30.543,-178.556,47,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Macauley,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Caldera,Caldera,Eruption Dated,4360 BCE,-30.21,-178.475,238,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Giggenbach,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-30.036,-178.712,-65,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Raoul Island,New Zealand,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2006 CE,-29.27,-177.92,516,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Monowai,New Zealand,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2014 CE,-25.887,-177.188,-132,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-24.8,-177.02,-385,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1932 CE,-21.338,-175.65,-68,Subduction zone / Oceanic crust (< 15 km),No Data (checked)
Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-21.15,-175.75,-65,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2017 CE,-20.852,-175.55,-296,Subduction zone / Oceanic crust (< 15 km),No Data (checked)
Hunga Tonga-Hunga Ha'apai,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Caldera,Caldera,Eruption Observed,2022 CE,-20.5532,-175.3841,114,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Fonuafo'ou,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1936 CE,-20.32,-175.42,-17,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Tofua,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Caldera,Caldera,Eruption Observed,2024 CE,-19.75,-175.07,515,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Kao,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1847 CE,-19.668,-175.016,1009,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
